term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
phenomena,global_core_terms_after_audit,,,,1105,786,6.4617,,,pending,,,phenomena,phenomena,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,phenomena,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
drive,global_core_terms_after_audit,,,,1099,690,5.6725,,,pending,,,drive,drive,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,drive,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
papers,global_core_terms_after_audit,,,,1096,693,5.6971,,,pending,,,papers,papers,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,papers,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
health,global_core_terms_after_audit,,,,1084,674,5.5409,,,pending,,,health,health,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,health,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
symptoms,global_core_terms_after_audit,,,,1082,683,5.6149,,,pending,,,symptoms,symptoms,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,symptoms,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
little,global_core_terms_after_audit,,,,1077,791,6.5028,,,pending,,,little,little,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,little,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
action,global_core_terms_after_audit,,,,1074,620,5.097,,,pending,,,action,action,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,action,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychoanalysts,global_core_terms_after_audit,,,,1073,805,6.6179,,,pending,,,psychoanalysts,psychoanalysts,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychoanalysts,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
fantasies,global_core_terms_after_audit,,,,1060,570,4.686,,,pending,,,fantasies,fantasies,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,fantasies,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
person,global_core_terms_after_audit,,,,1058,741,6.0917,,,pending,,,person,person,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,person,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
interest,global_core_terms_after_audit,,,,1049,870,7.1523,,,pending,,,interest,interest,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,interest,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
influence,global_core_terms_after_audit,,,,1048,772,6.3466,,,pending,,,influence,influence,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,influence,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
women,global_core_terms_after_audit,,,,1046,498,4.094,,,pending,,,women,women,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,women,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
come,global_core_terms_after_audit,,,,1045,841,6.9138,,,pending,,,come,come,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,come,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
depression,global_core_terms_after_audit,,,,1045,365,3.0007,,,pending,,,depression,depression,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,depression,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
space,global_core_terms_after_audit,,,,1036,543,4.464,,,pending,,,space,space,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,space,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
forms,global_core_terms_after_audit,,,,1031,792,6.511,,,pending,,,forms,forms,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,forms,final_exclude,final_stop_term,False,discriminative_candidate_terms
psycho-analytic,global_core_terms_after_audit,,,,1028,500,4.1105,,,pending,,,psycho-analytic,psycho-analytic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psycho-analytic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
journal,global_core_terms_after_audit,,,,1026,632,5.1957,,,pending,,,journal,journal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,journal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
external,global_core_terms_after_audit,,,,1025,726,5.9684,,,pending,,,external,external,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,external,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
words,global_core_terms_after_audit,,,,1023,684,5.6232,,,pending,,,words,words,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,words,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
changes,global_core_terms_after_audit,,,,994,697,5.73,,,pending,,,changes,changes,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,changes,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
object relations,global_core_bigrams_after_audit,,,,861,495,4.0694,,,pending,,,object relations,object relations,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,object relations,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
mental health,global_core_bigrams_after_audit,,,,607,378,3.1075,,,pending,,,mental health,mental health,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental health,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
training supervising,global_core_bigrams_after_audit,,,,515,479,3.9378,,,pending,,,training supervising,training supervising,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,training supervising,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
oedipus complex,global_core_bigrams_after_audit,,,,502,241,1.9813,,,pending,,,oedipus complex,oedipus complex,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,oedipus complex,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
acting out,global_core_bigrams_after_audit,,,,466,164,1.3482,,,pending,,,acting out,acting out,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,acting out,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
projective identification,global_core_bigrams_after_audit,,,,422,215,1.7675,,,pending,,,projective identification,projective identification,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,projective identification,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sigmund freud,global_core_bigrams_after_audit,,,,408,199,1.636,,,pending,,,sigmund freud,sigmund freud,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sigmund freud,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
correspondence addressed,global_core_bigrams_after_audit,,,,408,408,3.3542,,,pending,,,correspondence addressed,correspondence addressed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,correspondence addressed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
anna freud,global_core_bigrams_after_audit,,,,381,193,1.5866,,,pending,,,anna freud,anna freud,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,anna freud,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
final version,global_core_bigrams_after_audit,,,,372,371,3.05,,,pending,,,final version,final version,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,final version,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
version accepted,global_core_bigrams_after_audit,,,,363,363,2.9842,,,pending,,,version accepted,version accepted,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,version accepted,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
therapeutic action,global_core_bigrams_after_audit,,,,355,180,1.4798,,,pending,,,therapeutic action,therapeutic action,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,therapeutic action,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
united states,global_core_bigrams_after_audit,,,,349,266,2.1868,,,pending,,,united states,united states,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,united states,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personality disorder,global_core_bigrams_after_audit,,,,344,140,1.1509,,,pending,,,personality disorder,personality disorder,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality disorder,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
melanie klein,global_core_bigrams_after_audit,,,,342,183,1.5044,,,pending,,,melanie klein,melanie klein,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,melanie klein,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychic reality,global_core_bigrams_after_audit,,,,326,149,1.2249,,,pending,,,psychic reality,psychic reality,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychic reality,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
transference countertransference,global_core_bigrams_after_audit,,,,317,239,1.9648,,,pending,,,transference countertransference,transference countertransference,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,transference countertransference,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ernest jones,global_core_bigrams_after_audit,,,,314,141,1.1592,,,pending,,,ernest jones,ernest jones,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ernest jones,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
otto kernberg,global_core_bigrams_after_audit,,,,305,77,0.633,,,pending,,,otto kernberg,otto kernberg,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,otto kernberg,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
self psychology,global_core_bigrams_after_audit,,,,303,143,1.1756,,,pending,,,self psychology,self psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,self psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
buenos aires,global_core_bigrams_after_audit,,,,296,204,1.6771,,,pending,,,buenos aires,buenos aires,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,buenos aires,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
harold blum,global_core_bigrams_after_audit,,,,285,71,0.5837,,,pending,,,harold blum,harold blum,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,harold blum,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
transference neurosis,global_core_bigrams_after_audit,,,,259,130,1.0687,,,pending,,,transference neurosis,transference neurosis,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,transference neurosis,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
robert wallerstein,global_core_bigrams_after_audit,,,,257,70,0.5755,,,pending,,,robert wallerstein,robert wallerstein,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,robert wallerstein,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
accepted publication,global_core_bigrams_after_audit,,,,255,249,2.047,,,pending,,,accepted publication,accepted publication,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,accepted publication,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
borderline personality,global_core_bigrams_after_audit,,,,245,106,0.8714,,,pending,,,borderline personality,borderline personality,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,borderline personality,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mental life,global_core_bigrams_after_audit,,,,223,185,1.5209,,,pending,,,mental life,mental life,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental life,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personality disorders,global_core_bigrams_after_audit,,,,223,119,0.9783,,,pending,,,personality disorders,personality disorders,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality disorders,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ego psychology,global_core_bigrams_after_audit,,,,220,131,1.0769,,,pending,,,ego psychology,ego psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ego psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
thomas ogden,global_core_bigrams_after_audit,,,,220,61,0.5015,,,pending,,,thomas ogden,thomas ogden,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,thomas ogden,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
glen gabbard,global_core_bigrams_after_audit,,,,220,71,0.5837,,,pending,,,glen gabbard,glen gabbard,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,glen gabbard,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
pointed out,global_core_bigrams_after_audit,,,,214,197,1.6195,,,pending,,,pointed out,pointed out,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,pointed out,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
international journal,global_core_bigrams_after_audit,,,,209,157,1.2907,,,pending,,,international journal,international journal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,international journal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychic structure,global_core_bigrams_after_audit,,,,209,134,1.1016,,,pending,,,psychic structure,psychic structure,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychic structure,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
international psycho-analytical,global_core_bigrams_after_audit,,,,206,138,1.1345,,,pending,,,international psycho-analytical,international psycho-analytical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,international psycho-analytical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
meeting american,global_core_bigrams_after_audit,,,,206,197,1.6195,,,pending,,,meeting american,meeting american,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,meeting american,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
gender identity,global_core_bigrams_after_audit,,,,205,77,0.633,,,pending,,,gender identity,gender identity,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,gender identity,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
