keyword_raw,keyword_norm,keyword_norm_id,normalization_actions,n_records,n_articles,first_year,last_year
outpatient psychotherapy,outpatient psychotherapy,app_kw_1086,unchanged,1,1,2015,2015
overdoses,overdoses,app_kw_1087,unchanged,1,1,2013,2013
oxidative stress,oxidative stress,app_kw_1088,unchanged,2,2,2006,2024
oxytocin,oxytocin,app_kw_1089,unchanged,1,1,2023,2023
pain,pain,app_kw_1090,unchanged,4,4,2006,2024
pair bonding,pair bonding,app_kw_1091,unchanged,1,1,2006,2006
palliative care,palliative care,app_kw_1092,unchanged,1,1,2010,2010
pandemic,pandemic,app_kw_1093,unchanged,2,2,2022,2022
pandemics,pandemics,app_kw_1094,unchanged,2,2,2020,2021
panic,panic,app_kw_1095,unchanged,1,1,2005,2005
Panic Disorder,panic disorder,app_kw_1096,lowercase,1,1,2011,2011
panic disorder,panic disorder,app_kw_1096,unchanged,5,5,2011,2012
PANSS,panss,app_kw_1097,lowercase,1,1,2007,2007
paper,paper,app_kw_1098,unchanged,1,1,2016,2016
parameters of mobilisation of the unconscious,parameters of mobilisation of the unconscious,app_kw_1099,unchanged,1,1,2011,2011
paranoid schizophrenia,paranoid schizophrenia,app_kw_1100,unchanged,2,2,2015,2015
parasomnia,parasomnia,app_kw_1101,unchanged,1,1,2005,2005
parental attitudes,parental attitudes,app_kw_1102,unchanged,1,1,2022,2022
parenthood,parenthood,app_kw_1103,unchanged,1,1,2020,2020
parentification,parentification,app_kw_1104,unchanged,1,1,2012,2012
parenting,parenting,app_kw_1105,unchanged,1,1,2021,2021
parenting response,parenting response,app_kw_1106,unchanged,1,1,2013,2013
parenting styles,parenting styles,app_kw_1107,unchanged,3,3,2013,2021
parents,parents,app_kw_1108,unchanged,2,2,2013,2016
Parkinson's disease,parkinson's disease,app_kw_1109,lowercase,1,1,2005,2005
paroxetine,paroxetine,app_kw_1110,unchanged,1,1,2012,2012
passivity,passivity,app_kw_1111,unchanged,1,1,2006,2006
paternal behaviour,paternal behaviour,app_kw_1112,unchanged,1,1,2010,2010
paternal postnatal depression,paternal postnatal depression,app_kw_1113,unchanged,1,1,2014,2014
Paternal prenatal bonding,paternal prenatal bonding,app_kw_1114,lowercase,1,1,2023,2023
Paternal–fetal attachment,paternal-fetal attachment,app_kw_1115,lowercase|typographic_chars,1,1,2023,2023
paternalism,paternalism,app_kw_1116,unchanged,1,1,2016,2016
pathlogical worry,pathlogical worry,app_kw_1117,unchanged,1,1,2015,2015
pathogen disgust,pathogen disgust,app_kw_1118,unchanged,1,1,2023,2023
pathological,pathological,app_kw_1119,unchanged,1,1,2007,2007
pathological skin picking,pathological skin picking,app_kw_1120,unchanged,1,1,2013,2013
Pathological traits,pathological traits,app_kw_1121,lowercase,1,1,2021,2021
pathology,pathology,app_kw_1122,unchanged,1,1,2024,2024
patients,patients,app_kw_1123,unchanged,1,1,2021,2021
patients age,patients age,app_kw_1124,unchanged,1,1,2009,2009
patients' needs,patients' needs,app_kw_1125,unchanged,1,1,2016,2016
PAX - 6 gene,pax-6 gene,app_kw_1126,lowercase|hyphen_spacing,1,1,2008,2008
peer,peer,app_kw_1127,unchanged,1,1,2019,2019
peer support,peer support,app_kw_1128,unchanged,1,1,2025,2025
penitentiary unit,penitentiary unit,app_kw_1129,unchanged,1,1,2010,2010
people 60+,people 60+,app_kw_1130,unchanged,1,1,2025,2025
perceived control,perceived control,app_kw_1131,unchanged,1,1,2018,2018
perceived stress,perceived stress,app_kw_1132,unchanged,1,1,2020,2020
perception,perception,app_kw_1133,unchanged,1,1,2019,2019
perception of aggression,perception of aggression,app_kw_1134,unchanged,1,1,2019,2019
perception of illness,perception of illness,app_kw_1135,unchanged,1,1,2019,2019
performance anxiety,performance anxiety,app_kw_1136,unchanged,1,1,2023,2023
periodontal health,periodontal health,app_kw_1137,unchanged,1,1,2020,2020
person-oriented psychiatry,person-oriented psychiatry,app_kw_1138,unchanged,1,1,2011,2011
personal autonomy,personal autonomy,app_kw_1139,unchanged,1,1,2012,2012
personal therapy,personal therapy,app_kw_1140,unchanged,1,1,2023,2023
personal values,personal values,app_kw_1141,unchanged,1,1,2025,2025
personality,personality,app_kw_1142,unchanged,9,9,2007,2022
personality assessment,personality assessment,app_kw_1143,unchanged,2,2,2015,2022
Personality Belief Questionnaire,personality belief questionnaire,app_kw_1144,lowercase,1,1,2018,2018
personality disorder,personality disorder,app_kw_1145,unchanged,1,1,2016,2016
Personality Disorders,personality disorders,app_kw_1146,lowercase,1,1,2010,2010
personality disorders,personality disorders,app_kw_1146,unchanged,6,6,2013,2025
personality oriented (reconstructive) psychotherapy,personality oriented (reconstructive) psychotherapy,app_kw_1147,unchanged,1,1,2017,2017
Personality System Interactions - PSI,personality system interactions-psi,app_kw_1148,lowercase|hyphen_spacing,1,1,2016,2016
personality tests,personality tests,app_kw_1149,unchanged,1,1,2009,2009
personality traits,personality traits,app_kw_1150,unchanged,3,3,2006,2024
personality traits changes,personality traits changes,app_kw_1151,unchanged,1,1,2009,2009
personality types,personality types,app_kw_1152,unchanged,1,1,2019,2019
pharmaceutical treatment of mental illness,pharmaceutical treatment of mental illness,app_kw_1153,unchanged,2,2,2018,2020
pharmacokinetics,pharmacokinetics,app_kw_1154,unchanged,1,1,2016,2016
pharmacotherapy,pharmacotherapy,app_kw_1155,unchanged,7,7,2008,2024
phenobarbital,phenobarbital,app_kw_1156,unchanged,1,1,2016,2016
phenomenology,phenomenology,app_kw_1157,unchanged,2,2,2013,2015
phenomenology of delusion,phenomenology of delusion,app_kw_1158,unchanged,1,1,2019,2019
phenotypic features,phenotypic features,app_kw_1159,unchanged,1,1,2008,2008
philosophical therapy,philosophical therapy,app_kw_1160,unchanged,1,1,2015,2015
philosophy,philosophy,app_kw_1161,unchanged,2,2,2005,2011
philosophy of life,philosophy of life,app_kw_1162,unchanged,1,1,2007,2007
Phlosophy,phlosophy,app_kw_1163,lowercase,1,1,2013,2013
phobic disorders,phobic disorders,app_kw_1164,unchanged,1,1,2023,2023
physical activity,physical activity,app_kw_1165,unchanged,2,2,2011,2019
physical appearance,physical appearance,app_kw_1166,unchanged,1,1,2017,2017
physical health,physical health,app_kw_1167,unchanged,1,1,2006,2006
physician-patient relation,physician-patient relation,app_kw_1168,unchanged,1,1,2011,2011
physiological phenomena,physiological phenomena,app_kw_1169,unchanged,1,1,2024,2024
picture,picture,app_kw_1170,unchanged,1,1,2007,2007
piecewise multi-phase model,piecewise multi-phase model,app_kw_1171,unchanged,1,1,2016,2016
plasma,plasma,app_kw_1172,unchanged,1,1,2007,2007
PMR,pmr,app_kw_1173,lowercase,1,1,2011,2011
police officers,police officers,app_kw_1174,unchanged,2,2,2018,2025
Polish myths,polish myths,app_kw_1175,lowercase,1,1,2011,2011
Polish patriotism myths,polish patriotism myths,app_kw_1176,lowercase,1,1,2010,2010
Polish-Jewish relations,polish-jewish relations,app_kw_1177,lowercase,2,2,2010,2011
polymorphism,polymorphism,app_kw_1178,unchanged,1,1,2006,2006
population norms,population norms,app_kw_1179,unchanged,1,1,2015,2015
pornography,pornography,app_kw_1180,unchanged,1,1,2006,2006
Positive affects,positive affects,app_kw_1181,lowercase,1,1,2025,2025
positive diagnosis of neurotic disorders,positive diagnosis of neurotic disorders,app_kw_1182,unchanged,1,1,2019,2019
positive symptoms,positive symptoms,app_kw_1183,unchanged,1,1,2015,2015
positive urgency,positive urgency,app_kw_1184,unchanged,1,1,2015,2015
post-communist,post-communist,app_kw_1185,unchanged,1,1,2020,2020
post-discharge,post-discharge,app_kw_1186,unchanged,1,1,2015,2015
post-stroke depression,post-stroke depression,app_kw_1187,unchanged,1,1,2015,2015
post-traumatic growth,post-traumatic growth,app_kw_1188,unchanged,1,1,2014,2014
post-traumatic stress disorder,post-traumatic stress disorder,app_kw_1189,unchanged,3,3,2005,2018
postmodernism,postmodernism,app_kw_1190,unchanged,1,1,2008,2008
postnatal depression,postnatal depression,app_kw_1191,unchanged,1,1,2021,2021
postpartum depression,postpartum depression,app_kw_1192,unchanged,4,4,2017,2024
postpartum psychosis,postpartum psychosis,app_kw_1193,unchanged,1,1,2012,2012
postpartum stress disorder,postpartum stress disorder,app_kw_1194,unchanged,1,1,2015,2015
Posttraumatic Stress Disorder (PTSD),posttraumatic stress disorder (ptsd),app_kw_1195,lowercase,1,1,2022,2022
practicioner,practicioner,app_kw_1196,unchanged,1,1,2015,2015
preclinical stage,preclinical stage,app_kw_1197,unchanged,1,1,2005,2005
predictors,predictors,app_kw_1198,unchanged,1,1,2009,2009
predictors of postpartum depression,predictors of postpartum depression,app_kw_1199,unchanged,1,1,2014,2014
pregnancy,pregnancy,app_kw_1200,unchanged,2,2,2012,2020
preschool children,preschool children,app_kw_1201,unchanged,1,1,2016,2016
prescription,prescription,app_kw_1202,unchanged,1,1,2024,2024
pretherapy waiting,pretherapy waiting,app_kw_1203,unchanged,1,1,2006,2006
prevalence,prevalence,app_kw_1204,unchanged,4,4,2007,2019
prevalence of mental disorders,prevalence of mental disorders,app_kw_1205,unchanged,1,1,2010,2010
prevention,prevention,app_kw_1206,unchanged,2,2,2019,2022
prevention and control,prevention and control,app_kw_1207,unchanged,1,1,2022,2022
preventive interventions,preventive interventions,app_kw_1208,unchanged,1,1,2010,2010
preventive methods,preventive methods,app_kw_1209,unchanged,1,1,2019,2019
preventive operations,preventive operations,app_kw_1210,unchanged,1,1,2022,2022
previous psychotherapy,previous psychotherapy,app_kw_1211,unchanged,1,1,2008,2008
Primary central nervous system lymphoma,primary central nervous system lymphoma,app_kw_1212,lowercase,1,1,2020,2020
primary health care,primary health care,app_kw_1213,unchanged,1,1,2011,2011
primary school,primary school,app_kw_1214,unchanged,1,1,2013,2013
primary school children,primary school children,app_kw_1215,unchanged,1,1,2017,2017
Primary Schools,primary schools,app_kw_1216,lowercase,1,1,2014,2014
prion protein,prion protein,app_kw_1217,unchanged,1,1,2016,2016
prison,prison,app_kw_1218,unchanged,1,1,2021,2021
Privacy policy,privacy policy,app_kw_1219,lowercase,1,1,2006,2006
problematic Internet use,problematic internet use,app_kw_1220,lowercase,1,1,2019,2019
problems of drug therapy,problems of drug therapy,app_kw_1221,unchanged,1,1,2025,2025
process research,process research,app_kw_1222,unchanged,1,1,2008,2008
professional burnout,professional burnout,app_kw_1223,unchanged,2,2,2024,2025
professionals,professionals,app_kw_1224,unchanged,1,1,2023,2023
professionals working with people after traumatic experiences,professionals working with people after traumatic experiences,app_kw_1225,unchanged,1,1,2024,2024
Prolonged Exposure,prolonged exposure,app_kw_1226,lowercase,1,1,2025,2025
prophylactic adnexectomy,prophylactic adnexectomy,app_kw_1227,unchanged,1,1,2020,2020
prophylactic mastectomy,prophylactic mastectomy,app_kw_1228,unchanged,1,1,2020,2020
Propofol,propofol,app_kw_1229,lowercase,1,1,2023,2023
proprioception,proprioception,app_kw_1230,unchanged,1,1,2024,2024
prospective IU,prospective iu,app_kw_1231,lowercase,1,1,2020,2020
Protocol compliance,protocol compliance,app_kw_1232,lowercase,1,1,2014,2014
proton magnetic resonance spectroscopy,proton magnetic resonance spectroscopy,app_kw_1233,unchanged,1,1,2005,2005
psorasis,psorasis,app_kw_1234,unchanged,1,1,2013,2013
psoriasis,psoriasis,app_kw_1235,unchanged,2,2,2016,2025
PSSI-Persnlichkeits-Stil-und Strungs-Inventar,pssi-persnlichkeits-stil-und strungs-inventar,app_kw_1236,lowercase,1,1,2010,2010
psychiatric care,psychiatric care,app_kw_1237,unchanged,1,1,2009,2009
psychiatric clinical care,psychiatric clinical care,app_kw_1238,unchanged,1,1,2015,2015
psychiatric comorbidity,psychiatric comorbidity,app_kw_1239,unchanged,1,1,2020,2020
psychiatric diagnosis,psychiatric diagnosis,app_kw_1240,unchanged,1,1,2010,2010
psychiatric disability,psychiatric disability,app_kw_1241,unchanged,1,1,2012,2012
Psychiatric illness,psychiatric illness,app_kw_1242,lowercase,1,1,2020,2020
Psychiatric morbidity,psychiatric morbidity,app_kw_1243,lowercase,1,1,2017,2017
psychiatric nurses,psychiatric nurses,app_kw_1244,unchanged,1,1,2020,2020
Psychiatric Outpatients,psychiatric outpatients,app_kw_1245,lowercase,1,1,2018,2018
psychiatric rehabilitation,psychiatric rehabilitation,app_kw_1246,unchanged,2,2,2009,2024
psychiatric ward,psychiatric ward,app_kw_1247,unchanged,2,2,2008,2008
Psychiatrically-impaired mental health practitioners,psychiatrically-impaired mental health practitioners,app_kw_1248,lowercase,1,1,2014,2014
psychiatrist,psychiatrist,app_kw_1249,unchanged,1,1,2016,2016
psychiatrist and psychotherapist,psychiatrist and psychotherapist,app_kw_1250,unchanged,1,1,2019,2019
Psychiatry,psychiatry,app_kw_1251,lowercase,1,1,2021,2021
psychiatry,psychiatry,app_kw_1251,unchanged,8,8,2011,2024
psychical activity,psychical activity,app_kw_1252,unchanged,1,1,2017,2017
psycho-pathological symptoms,psycho-pathological symptoms,app_kw_1253,unchanged,1,1,2008,2008
psychoanalysis,psychoanalysis,app_kw_1254,unchanged,5,5,2006,2015
psychoanalytic instinct theory,psychoanalytic instinct theory,app_kw_1255,unchanged,1,1,2009,2009
Psychoanalytic training,psychoanalytic training,app_kw_1256,lowercase,1,1,2014,2014
psychodermatology,psychodermatology,app_kw_1257,unchanged,2,2,2014,2016
psychodiagnostics,psychodiagnostics,app_kw_1258,unchanged,1,1,2025,2025
psychodrama,psychodrama,app_kw_1259,unchanged,1,1,2023,2023
psychodynamic psychotherapy,psychodynamic psychotherapy,app_kw_1260,unchanged,5,5,2007,2024
psychodynamic therapists,psychodynamic therapists,app_kw_1261,unchanged,1,1,2017,2017
Psychodynamic therapy,psychodynamic therapy,app_kw_1262,lowercase,3,3,2018,2019
psychodynamics,psychodynamics,app_kw_1263,unchanged,1,1,2011,2011
psychoeduation,psychoeduation,app_kw_1264,unchanged,1,1,2016,2016
psychoeducation,psychoeducation,app_kw_1265,unchanged,4,4,2007,2016
psychogenic binge easting,psychogenic binge easting,app_kw_1266,unchanged,1,1,2012,2012
psychogenic binge eating (BED),psychogenic binge eating (bed),app_kw_1267,lowercase,1,1,2012,2012
psychological assessment,psychological assessment,app_kw_1268,unchanged,2,2,2018,2021
Psychological Assistance,psychological assistance,app_kw_1269,lowercase,1,1,2024,2024
psychological counselors,psychological counselors,app_kw_1270,unchanged,1,1,2022,2022
psychological diagnosis,psychological diagnosis,app_kw_1271,unchanged,1,1,2011,2011
psychological disorders,psychological disorders,app_kw_1272,unchanged,1,1,2024,2024
psychological distress,psychological distress,app_kw_1273,unchanged,1,1,2007,2007
psychological Flow,psychological flow,app_kw_1274,lowercase,1,1,2021,2021
psychological gender,psychological gender,app_kw_1275,unchanged,1,1,2022,2022
psychological hardiness,psychological hardiness,app_kw_1276,unchanged,1,1,2022,2022
psychological help,psychological help,app_kw_1277,unchanged,1,1,2025,2025
Psychological Immunity,psychological immunity,app_kw_1278,lowercase,1,1,2021,2021
psychological interventions,psychological interventions,app_kw_1279,unchanged,1,1,2017,2017
psychological measurement,psychological measurement,app_kw_1280,unchanged,1,1,2024,2024
psychological predictors,psychological predictors,app_kw_1281,unchanged,1,1,2014,2014
psychological resources,psychological resources,app_kw_1282,unchanged,1,1,2021,2021
psychological stress,psychological stress,app_kw_1283,unchanged,1,1,2016,2016
Psychological symptoms,psychological symptoms,app_kw_1284,lowercase,1,1,2020,2020
psychological symptoms,psychological symptoms,app_kw_1284,unchanged,1,1,2021,2021
psychological traits,psychological traits,app_kw_1285,unchanged,1,1,2013,2013
psychological well-being,psychological well-being,app_kw_1286,unchanged,2,2,2019,2019
psychology,psychology,app_kw_1287,unchanged,2,2,2018,2020
Psychometric Evaluation,psychometric evaluation,app_kw_1288,lowercase,1,1,2023,2023
psychometric properties,psychometric properties,app_kw_1289,unchanged,2,2,2014,2015
psychometric scales,psychometric scales,app_kw_1290,unchanged,1,1,2005,2005
Psychometric Value,psychometric value,app_kw_1291,lowercase,1,1,2024,2024
psychopathological dimensions,psychopathological dimensions,app_kw_1292,unchanged,1,1,2007,2007
psychopathology,psychopathology,app_kw_1293,unchanged,5,5,2009,2021
psychopathology of adolescence,psychopathology of adolescence,app_kw_1294,unchanged,1,1,2020,2020
psychophysical wellbeing,psychophysical wellbeing,app_kw_1295,unchanged,1,1,2016,2016
psychophysiology,psychophysiology,app_kw_1296,unchanged,3,3,2017,2024
psychosis,psychosis,app_kw_1297,unchanged,16,16,2005,2023
psychosocial functioning,psychosocial functioning,app_kw_1298,unchanged,1,1,2006,2006
Psychosocial Impact,psychosocial impact,app_kw_1299,lowercase,1,1,2025,2025
Psychosocial support,psychosocial support,app_kw_1300,lowercase,1,1,2016,2016
psychosocial support for refugees,psychosocial support for refugees,app_kw_1301,unchanged,1,1,2022,2022
Psychosomatic disorder,psychosomatic disorder,app_kw_1302,lowercase,1,1,2021,2021
psychosomatic disorders,psychosomatic disorders,app_kw_1303,unchanged,2,2,2014,2015
psychosomatic symptoms,psychosomatic symptoms,app_kw_1304,unchanged,1,1,2012,2012
Psychosomatic therapy,psychosomatic therapy,app_kw_1305,lowercase,1,1,2011,2011
psychosurgery,psychosurgery,app_kw_1306,unchanged,1,1,2012,2012
psychotherapetuic target,psychotherapetuic target,app_kw_1307,unchanged,1,1,2017,2017
psychotherapeutic factors,psychotherapeutic factors,app_kw_1308,unchanged,1,1,2005,2005
psychotherapeutic pro-,psychotherapeutic pro-,app_kw_1309,unchanged,1,1,2005,2005
psychotherapeutic target,psychotherapeutic target,app_kw_1310,unchanged,1,1,2017,2017
psychotherapeutic treatment of mental illness,psychotherapeutic treatment of mental illness,app_kw_1311,unchanged,1,1,2018,2018
psychotherapist,psychotherapist,app_kw_1312,unchanged,2,2,2018,2022
psychotherapists,psychotherapists,app_kw_1313,unchanged,2,2,2024,2025
Psychotherapy,psychotherapy,app_kw_1314,lowercase,14,14,2013,2019
psychotherapy,psychotherapy,app_kw_1314,unchanged,25,25,2005,2025
psychotherapy effectiveness,psychotherapy effectiveness,app_kw_1315,unchanged,1,1,2009,2009
Psychotherapy integration,psychotherapy integration,app_kw_1316,lowercase,1,1,2006,2006
psychotherapy integration,psychotherapy integration,app_kw_1316,unchanged,1,1,2008,2008
psychotherapy outcome,psychotherapy outcome,app_kw_1317,unchanged,1,1,2005,2005
psychotherapy outcomes,psychotherapy outcomes,app_kw_1318,unchanged,1,1,2008,2008
psychotherapy process,psychotherapy process,app_kw_1319,unchanged,1,1,2009,2009
psychotherapy research,psychotherapy research,app_kw_1320,unchanged,3,3,2005,2007
psychotherapy techniques,psychotherapy techniques,app_kw_1321,unchanged,1,1,2023,2023
psychotic disorder,psychotic disorder,app_kw_1322,unchanged,1,1,2008,2008
psychotic disorders,psychotic disorders,app_kw_1323,unchanged,3,3,2007,2024
psychotic studies,psychotic studies,app_kw_1324,unchanged,1,1,2021,2021
psychotic symptoms,psychotic symptoms,app_kw_1325,unchanged,1,1,2013,2013
PTSD,ptsd,app_kw_1326,lowercase,7,7,2005,2025
public health,public health,app_kw_1327,unchanged,1,1,2024,2024
putamen,putamen,app_kw_1328,unchanged,1,1,2025,2025
QoL measures,qol measures,app_kw_1329,lowercase,1,1,2023,2023
qualitative analysis,qualitative analysis,app_kw_1330,unchanged,1,1,2021,2021
qualitative methods,qualitative methods,app_kw_1331,unchanged,1,1,2022,2022
qualitative research,qualitative research,app_kw_1332,unchanged,1,1,2014,2014
quality of care,quality of care,app_kw_1333,unchanged,1,1,2011,2011
Quality of Life,quality of life,app_kw_1334,lowercase,1,1,2023,2023
quality of life,quality of life,app_kw_1334,unchanged,8,8,2007,2023
Quality of Life (QoL),quality of life (qol),app_kw_1335,lowercase,1,1,2021,2021
quantitative methods,quantitative methods,app_kw_1336,unchanged,1,1,2022,2022
quarantine,quarantine,app_kw_1337,unchanged,1,1,2021,2021
questionnaire,questionnaire,app_kw_1338,unchanged,3,3,2016,2025
rapid cycling,rapid cycling,app_kw_1339,unchanged,1,1,2008,2008
rating scales,rating scales,app_kw_1340,unchanged,1,1,2013,2013
recovery,recovery,app_kw_1341,unchanged,3,3,2012,2025
Recovery from Psychiatric Disability,recovery from psychiatric disability,app_kw_1342,lowercase,2,2,2014,2021
recovery from psychiatric disability,recovery from psychiatric disability,app_kw_1342,unchanged,1,1,2021,2021
Recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,app_kw_1343,lowercase,1,1,2006,2006
recurrent depression,recurrent depression,app_kw_1344,unchanged,1,1,2012,2012
recurrent depressive disorder,recurrent depressive disorder,app_kw_1345,unchanged,1,1,2007,2007
Regulatory Theory of Temperament,regulatory theory of temperament,app_kw_1346,lowercase,1,1,2024,2024
rehabilitation,rehabilitation,app_kw_1347,unchanged,3,3,2010,2025
rehospitalisation,rehospitalisation,app_kw_1348,unchanged,1,1,2009,2009
relapse,relapse,app_kw_1349,unchanged,1,1,2016,2016
relationship,relationship,app_kw_1350,unchanged,1,1,2021,2021
relationship patterns,relationship patterns,app_kw_1351,unchanged,1,1,2006,2006
relationship with the mother,relationship with the mother,app_kw_1352,unchanged,1,1,2019,2019
relationship with the patient,relationship with the patient,app_kw_1353,unchanged,1,1,2023,2023
relationships,relationships,app_kw_1354,unchanged,2,2,2014,2021
relationships with the mother in the family,relationships with the mother in the family,app_kw_1355,unchanged,1,1,2021,2021
reliability,reliability,app_kw_1356,unchanged,1,1,2006,2006
reliable change,reliable change,app_kw_1357,unchanged,1,1,2011,2011
religion,religion,app_kw_1358,unchanged,1,1,2009,2009
religious and social predictors,religious and social predictors,app_kw_1359,unchanged,1,1,2014,2014
religious coping,religious coping,app_kw_1360,unchanged,1,1,2014,2014
religiousness,religiousness,app_kw_1361,unchanged,2,2,2014,2014
REM sleep,rem sleep,app_kw_1362,lowercase,1,1,2013,2013
REM sleep behaviour disorder,rem sleep behaviour disorder,app_kw_1363,lowercase,1,1,2005,2005
remote working,remote working,app_kw_1364,unchanged,1,1,2024,2024
repeated transcranial magnetic stimulation,repeated transcranial magnetic stimulation,app_kw_1365,unchanged,1,1,2025,2025
research,research,app_kw_1366,unchanged,3,3,2005,2017
resident,resident,app_kw_1367,unchanged,1,1,2017,2017
Residential Psychiatric Treatment,residential psychiatric treatment,app_kw_1368,lowercase,2,2,2013,2021
resilience,resilience,app_kw_1369,unchanged,3,3,2014,2021
resiliency,resiliency,app_kw_1370,unchanged,1,1,2013,2013
Resiliency training,resiliency training,app_kw_1371,lowercase,1,1,2020,2020
resistance,resistance,app_kw_1372,unchanged,2,2,2006,2018
respiration,respiration,app_kw_1373,unchanged,1,1,2006,2006
reversibility,reversibility,app_kw_1374,unchanged,1,1,2007,2007
Rhinoplasty Surgery,rhinoplasty surgery,app_kw_1375,lowercase,1,1,2019,2019
risk,risk,app_kw_1376,unchanged,1,1,2019,2019
risk assessment,risk assessment,app_kw_1377,unchanged,1,1,2025,2025
risk behaviours,risk behaviours,app_kw_1378,unchanged,1,1,2007,2007
risk factor,risk factor,app_kw_1379,unchanged,1,1,2022,2022
risk factors,risk factors,app_kw_1380,unchanged,4,4,2013,2020
risk managment,risk managment,app_kw_1381,unchanged,1,1,2022,2022
risky sexual behavior,risky sexual behavior,app_kw_1382,unchanged,1,1,2024,2024
rosacea,rosacea,app_kw_1383,unchanged,1,1,2013,2013
ruminative thinking,ruminative thinking,app_kw_1384,unchanged,1,1,2023,2023
Runaway Girls,runaway girls,app_kw_1385,lowercase,1,1,2013,2013
Russia,russia,app_kw_1386,lowercase,1,1,2005,2005
salience,salience,app_kw_1387,unchanged,1,1,2008,2008
saliva,saliva,app_kw_1388,unchanged,1,1,2012,2012
SARS-COV-2,sars-cov-2,app_kw_1389,lowercase,1,1,2022,2022
SARS-CoV-2,sars-cov-2,app_kw_1389,lowercase,2,2,2020,2025
SARS-Cov-2,sars-cov-2,app_kw_1389,lowercase,1,1,2022,2022
SASB,sasb,app_kw_1390,lowercase,1,1,2012,2012
scale development,scale development,app_kw_1391,unchanged,1,1,2024,2024
scales,scales,app_kw_1392,unchanged,1,1,2006,2006
schema modes,schema modes,app_kw_1393,unchanged,1,1,2016,2016
schizoid personality disorder,schizoid personality disorder,app_kw_1394,unchanged,1,1,2024,2024
Schizophrenia,schizophrenia,app_kw_1395,lowercase,2,2,2005,2010
schizophrenia,schizophrenia,app_kw_1395,unchanged,71,71,2005,2025
schizotypy,schizotypy,app_kw_1396,unchanged,1,1,2014,2014
school achievements,school achievements,app_kw_1397,unchanged,1,1,2021,2021
scientific production,scientific production,app_kw_1398,unchanged,1,1,2022,2022
screening,screening,app_kw_1399,unchanged,1,1,2018,2018
second generation antipsychotics,second generation antipsychotics,app_kw_1400,unchanged,1,1,2010,2010
secondary posttraumatic growth,secondary posttraumatic growth,app_kw_1401,unchanged,2,2,2024,2025
secondary traumatic stress,secondary traumatic stress,app_kw_1402,unchanged,2,2,2023,2025
seizures,seizures,app_kw_1403,unchanged,1,1,2022,2022
selective attention,selective attention,app_kw_1404,unchanged,1,1,2013,2013
selective serotonin reuptake inhibitors (SSRIs),selective serotonin reuptake inhibitors (ssris),app_kw_1405,lowercase,1,1,2018,2018
selenium,selenium,app_kw_1406,unchanged,1,1,2018,2018
self,self,app_kw_1407,unchanged,1,1,2007,2007
self image,self image,app_kw_1408,unchanged,1,1,2007,2007
self perception,self perception,app_kw_1409,unchanged,1,1,2010,2010
self-aggression,self-aggression,app_kw_1410,unchanged,1,1,2012,2012
self-assessment,self-assessment,app_kw_1411,unchanged,1,1,2012,2012
self-compassion,self-compassion,app_kw_1412,unchanged,2,2,2022,2025
self-criticism,self-criticism,app_kw_1413,unchanged,2,2,2022,2024
self-discrepancy,self-discrepancy,app_kw_1414,unchanged,2,2,2011,2011
self-efficacy,self-efficacy,app_kw_1415,unchanged,5,5,2019,2025
self-esteem,self-esteem,app_kw_1416,unchanged,6,6,2007,2021
self-evaluation,self-evaluation,app_kw_1417,unchanged,1,1,2011,2011
self-harm,self-harm,app_kw_1418,unchanged,4,4,2015,2025
self-harming,self-harming,app_kw_1419,unchanged,1,1,2018,2018
self-image,self-image,app_kw_1420,unchanged,3,3,2008,2013
self-motivation,self-motivation,app_kw_1421,unchanged,1,1,2012,2012
self-mutilation,self-mutilation,app_kw_1422,unchanged,1,1,2018,2018
self-perception,self-perception,app_kw_1423,unchanged,1,1,2011,2011
self-regulation,self-regulation,app_kw_1424,unchanged,2,2,2016,2019
self-regulation competences,self-regulation competences,app_kw_1425,unchanged,1,1,2012,2012
self-report,self-report,app_kw_1426,unchanged,1,1,2022,2022
self-starvation,self-starvation,app_kw_1427,unchanged,1,1,2006,2006
semantic priming,semantic priming,app_kw_1428,unchanged,1,1,2010,2010
semantic satiation,semantic satiation,app_kw_1429,unchanged,1,1,2010,2010
Send by email,send by email,app_kw_1430,lowercase,1,1,2006,2006
seniors,seniors,app_kw_1431,unchanged,1,1,2022,2022
sensation seeking,sensation seeking,app_kw_1432,unchanged,1,1,2020,2020
sense of bodily identity,sense of bodily identity,app_kw_1433,unchanged,1,1,2024,2024
sense of coherence,sense of coherence,app_kw_1434,unchanged,3,3,2019,2021
sense of life satisfaction,sense of life satisfaction,app_kw_1435,unchanged,1,1,2012,2012
sense of self,sense of self,app_kw_1436,unchanged,1,1,2024,2024
Sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizophrenia,app_kw_1437,lowercase,1,1,2006,2006
sequential research design,sequential research design,app_kw_1438,unchanged,1,1,2016,2016
serotonin reuptake inhibitors,serotonin reuptake inhibitors,app_kw_1439,unchanged,1,1,2022,2022
sertraline,sertraline,app_kw_1440,unchanged,1,1,2012,2012
Serum,serum,app_kw_1441,lowercase,1,1,2022,2022
serum concentration,serum concentration,app_kw_1442,unchanged,1,1,2011,2011
